	ab	abmainrel	absubrel	abtag	cd	cdmainrel	cdsubrel	cdtag	chunks	match	probe	probearr	probecorr	proberesp	trialtag	trialtype
529	1	3	8	nervousness:sweat	0	None	None	None	1	None	0	0	0	0	nervousness:sweat::coldness:shiver	AB
530	0	3	8	nervousness:sweat	0	3	8	coldness:shiver	1	1	1	2	4	['4']	nervousness:sweat::coldness:shiver	Probe
531	0	None	None	None	1	3	8	dirty:bathe	4	1	0	0	0	0	nervousness:sweat::dirty:bathe	CD
532	1	3	8	nervousness:sweat	0	None	None	None	4	None	0	0	0	0	nervousness:sweat::dirty:bathe	AB
533	0	3	8	nervousness:sweat	0	3	8	dirty:bathe	4	1	1	2	4	['3']	nervousness:sweat::dirty:bathe	Probe
534	0	None	None	None	1	2	5	ahead:behind	8	1	0	0	0	0	north:south::ahead:behind	CD
535	1	2	5	north:south	0	None	None	None	8	None	0	0	0	0	north:south::ahead:behind	AB
536	0	2	5	north:south	0	2	5	ahead:behind	8	1	1	1	3	['3']	north:south::ahead:behind	Probe
537	0	None	None	None	1	2	5	east:west	5	1	0	0	0	0	north:south::east:west	CD
538	1	2	5	north:south	0	None	None	None	5	None	0	0	0	0	north:south::east:west	AB
539	0	2	5	north:south	0	2	5	east:west	5	1	1	2	4	['4']	north:south::east:west	Probe
540	0	None	None	None	1	2	6	enthusiastic:lazy	6	1	0	0	0	0	obey:protest::enthusiastic:lazy	CD
541	1	2	6	obey:protest	0	None	None	None	6	None	0	0	0	0	obey:protest::enthusiastic:lazy	AB
542	0	2	6	obey:protest	0	2	6	enthusiastic:lazy	6	1	1	1	3	['3']	obey:protest::enthusiastic:lazy	Probe
543	0	None	None	None	1	2	6	right:bad	7	1	0	0	0	0	obey:protest::right:bad	CD
544	1	2	6	obey:protest	0	None	None	None	7	None	0	0	0	0	obey:protest::right:bad	AB
545	0	2	6	obey:protest	0	2	6	right:bad	7	1	1	2	4	['3']	obey:protest::right:bad	Probe
546	0	None	None	None	1	2	4	dark:light	4	1	0	0	0	0	old:young::dark:light	CD
547	1	2	4	old:young	0	None	None	None	4	None	0	0	0	0	old:young::dark:light	AB
548	0	2	4	old:young	0	2	4	dark:light	4	1	1	2	4	['4']	old:young::dark:light	Probe
549	0	None	None	None	1	2	4	rich:poor	2	1	0	0	0	0	old:young::rich:poor	CD
550	1	2	4	old:young	0	None	None	None	2	None	0	0	0	0	old:young::rich:poor	AB
551	0	2	4	old:young	0	2	4	rich:poor	2	1	1	1	3	['3']	old:young::rich:poor	Probe
552	0	None	None	None	1	1	1	careful:cautious	2	1	0	0	0	0	option:choice::careful:cautious	CD
553	1	1	1	option:choice	0	None	None	None	2	None	0	0	0	0	option:choice::careful:cautious	AB
554	0	1	1	option:choice	0	1	1	careful:cautious	2	1	1	1	3	['3']	option:choice::careful:cautious	Probe
555	0	None	None	None	1	2	6	high:down	3	0	0	0	0	0	option:choice::high:down	CD
556	1	1	1	option:choice	0	None	None	None	3	None	0	0	0	0	option:choice::high:down	AB
557	0	1	1	option:choice	0	2	6	high:down	3	0	1	1	4	['4']	option:choice::high:down	Probe
558	0	None	None	None	1	3	7	disease:sickness	6	0	0	0	0	0	pants:trousers::disease:sickness	CD
559	1	1	1	pants:trousers	0	None	None	None	6	None	0	0	0	0	pants:trousers::disease:sickness	AB
560	0	1	1	pants:trousers	0	3	7	disease:sickness	6	0	1	1	4	['3']	pants:trousers::disease:sickness	Probe
561	0	None	None	None	1	1	1	spin:twirl	7	1	0	0	0	0	pants:trousers::spin:twirl	CD
562	1	1	1	pants:trousers	0	None	None	None	7	None	0	0	0	0	pants:trousers::spin:twirl	AB
563	0	1	1	pants:trousers	0	1	1	spin:twirl	7	1	1	2	4	['4']	pants:trousers::spin:twirl	Probe
564	0	None	None	None	1	1	2	chair:sofa	1	1	0	0	0	0	paper:parchment::chair:sofa	CD
565	1	1	2	paper:parchment	0	None	None	None	1	None	0	0	0	0	paper:parchment::chair:sofa	AB
566	0	1	2	paper:parchment	0	1	2	chair:sofa	1	1	1	2	4	['4']	paper:parchment::chair:sofa	Probe
567	0	None	None	None	1	1	2	shovel:spoon	4	1	0	0	0	0	paper:parchment::shovel:spoon	CD
568	1	1	2	paper:parchment	0	None	None	None	4	None	0	0	0	0	paper:parchment::shovel:spoon	AB
569	0	1	2	paper:parchment	0	1	2	shovel:spoon	4	1	1	1	3	['3']	paper:parchment::shovel:spoon	Probe
570	0	None	None	None	1	1	2	fence:hedge	1	1	0	0	0	0	pencil:pen::fence:hedge	CD
571	1	1	2	pencil:pen	0	None	None	None	1	None	0	0	0	0	pencil:pen::fence:hedge	AB
572	0	1	2	pencil:pen	0	1	2	fence:hedge	1	1	1	2	4	['4']	pencil:pen::fence:hedge	Probe
573	0	None	None	None	1	2	5	north:south	3	0	0	0	0	0	pencil:pen::north:south	CD
574	1	1	2	pencil:pen	0	None	None	None	3	None	0	0	0	0	pencil:pen::north:south	AB
575	0	1	2	pencil:pen	0	2	5	north:south	3	0	1	1	4	['4']	pencil:pen::north:south	Probe
576	0	None	None	None	1	1	2	pillow:cushion	8	1	0	0	0	0	picture:drawing::pillow:cushion	CD
577	1	1	2	picture:drawing	0	None	None	None	8	None	0	0	0	0	picture:drawing::pillow:cushion	AB
578	0	1	2	picture:drawing	0	1	2	pillow:cushion	8	1	1	2	4	['4']	picture:drawing::pillow:cushion	Probe
579	0	None	None	None	1	1	2	sword:knife	6	1	0	0	0	0	picture:drawing::sword:knife	CD
580	1	1	2	picture:drawing	0	None	None	None	6	None	0	0	0	0	picture:drawing::sword:knife	AB
581	0	1	2	picture:drawing	0	1	2	sword:knife	6	1	1	1	3	['3']	picture:drawing::sword:knife	Probe
582	0	None	None	None	1	2	4	pretty:ugly	2	0	0	0	0	0	pillow:cushion::pretty:ugly	CD
583	1	1	2	pillow:cushion	0	None	None	None	2	None	0	0	0	0	pillow:cushion::pretty:ugly	AB
584	0	1	2	pillow:cushion	0	2	4	pretty:ugly	2	0	1	1	4	['4']	pillow:cushion::pretty:ugly	Probe
585	0	None	None	None	1	1	2	rake:fork	3	1	0	0	0	0	pillow:cushion::rake:fork	CD
586	1	1	2	pillow:cushion	0	None	None	None	3	None	0	0	0	0	pillow:cushion::rake:fork	AB
587	0	1	2	pillow:cushion	0	1	2	rake:fork	3	1	1	1	3	['3']	pillow:cushion::rake:fork	Probe
588	0	None	None	None	1	2	6	fun:boring	4	1	0	0	0	0	powerful:meek::fun:boring	CD
589	1	2	6	powerful:meek	0	None	None	None	4	None	0	0	0	0	powerful:meek::fun:boring	AB
590	0	2	6	powerful:meek	0	2	6	fun:boring	4	1	1	1	3	['3']	powerful:meek::fun:boring	Probe
591	0	None	None	None	1	1	2	rake:fork	1	0	0	0	0	0	powerful:meek::rake:fork	CD
592	1	2	6	powerful:meek	0	None	None	None	1	None	0	0	0	0	powerful:meek::rake:fork	AB
593	0	2	6	powerful:meek	0	1	2	rake:fork	1	0	1	1	4	['4']	powerful:meek::rake:fork	Probe
594	0	None	None	None	1	1	1	car:auto	4	1	0	0	0	0	pretty:beautiful::car:auto	CD
595	1	1	1	pretty:beautiful	0	None	None	None	4	None	0	0	0	0	pretty:beautiful::car:auto	AB
596	0	1	1	pretty:beautiful	0	1	1	car:auto	4	1	1	1	3	['3']	pretty:beautiful::car:auto	Probe
597	0	None	None	None	1	1	1	teach:instruct	1	1	0	0	0	0	pretty:beautiful::teach:instruct	CD
598	1	1	1	pretty:beautiful	0	None	None	None	1	None	0	0	0	0	pretty:beautiful::teach:instruct	AB
599	0	1	1	pretty:beautiful	0	1	1	teach:instruct	1	1	1	1	3	['3']	pretty:beautiful::teach:instruct	Probe
600	0	None	None	None	1	2	4	good:bad	7	1	0	0	0	0	pretty:ugly::good:bad	CD
601	1	2	4	pretty:ugly	0	None	None	None	7	None	0	0	0	0	pretty:ugly::good:bad	AB
602	0	2	4	pretty:ugly	0	2	4	good:bad	7	1	1	1	3	['3']	pretty:ugly::good:bad	Probe
603	0	None	None	None	1	1	1	spin:twirl	6	0	0	0	0	0	pretty:ugly::spin:twirl	CD
604	1	2	4	pretty:ugly	0	None	None	None	6	None	0	0	0	0	pretty:ugly::spin:twirl	AB
605	0	2	4	pretty:ugly	0	1	1	spin:twirl	6	0	1	1	4	['4']	pretty:ugly::spin:twirl	Probe
606	0	None	None	None	1	1	1	cute:adorable	5	1	0	0	0	0	raise:elevate::cute:adorable	CD
607	1	1	1	raise:elevate	0	None	None	None	5	None	0	0	0	0	raise:elevate::cute:adorable	AB
608	0	1	1	raise:elevate	0	1	1	cute:adorable	5	1	1	2	4	['4']	raise:elevate::cute:adorable	Probe
609	0	None	None	None	1	1	1	pretty:beautiful	8	1	0	0	0	0	raise:elevate::pretty:beautiful	CD
610	1	1	1	raise:elevate	0	None	None	None	8	None	0	0	0	0	raise:elevate::pretty:beautiful	AB
611	0	1	1	raise:elevate	0	1	1	pretty:beautiful	8	1	1	1	3	['3']	raise:elevate::pretty:beautiful	Probe
612	0	None	None	None	1	1	3	lower:volume	4	1	0	0	0	0	raise:salary::lower:volume	CD
613	1	1	3	raise:salary	0	None	None	None	4	None	0	0	0	0	raise:salary::lower:volume	AB
614	0	1	3	raise:salary	0	1	3	lower:volume	4	1	1	1	3	['3']	raise:salary::lower:volume	Probe
615	0	None	None	None	1	1	3	shorten:distance	2	1	0	0	0	0	raise:salary::shorten:distance	CD
616	1	1	3	raise:salary	0	None	None	None	2	None	0	0	0	0	raise:salary::shorten:distance	AB
617	0	1	3	raise:salary	0	1	3	shorten:distance	2	1	1	2	4	['3']	raise:salary::shorten:distance	Probe
618	0	None	None	None	1	1	2	house:tent	8	1	0	0	0	0	rake:fork::house:tent	CD
619	1	1	2	rake:fork	0	None	None	None	8	None	0	0	0	0	rake:fork::house:tent	AB
620	0	1	2	rake:fork	0	1	2	house:tent	8	1	1	1	3	['3']	rake:fork::house:tent	Probe
621	0	None	None	None	1	3	9	trim:shorten	5	0	0	0	0	0	rake:fork::trim:shorten	CD
622	1	1	2	rake:fork	0	None	None	None	5	None	0	0	0	0	rake:fork::trim:shorten	AB
623	0	1	2	rake:fork	0	3	9	trim:shorten	5	0	1	1	4	['3']	rake:fork::trim:shorten	Probe
624	0	None	None	None	1	2	6	just:unfair	5	0	0	0	0	0	read:learn::just:unfair	CD
625	1	3	9	read:learn	0	None	None	None	5	None	0	0	0	0	read:learn::just:unfair	AB
626	0	3	9	read:learn	0	2	6	just:unfair	5	0	1	1	4	['4']	read:learn::just:unfair	Probe
627	0	None	None	None	1	3	9	sleep:rest	7	1	0	0	0	0	read:learn::sleep:rest	CD
628	1	3	9	read:learn	0	None	None	None	7	None	0	0	0	0	read:learn::sleep:rest	AB
629	0	3	9	read:learn	0	3	9	sleep:rest	7	1	1	2	4	['4']	read:learn::sleep:rest	Probe
630	0	None	None	None	1	2	5	below:above	3	0	0	0	0	0	repetition:boredom::below:above	CD
631	1	3	7	repetition:boredom	0	None	None	None	3	None	0	0	0	0	repetition:boredom::below:above	AB
632	0	3	7	repetition:boredom	0	2	5	below:above	3	0	1	2	3	['3']	repetition:boredom::below:above	Probe
633	0	None	None	None	1	2	6	good:wrong	2	0	0	0	0	0	repetition:boredom::good:wrong	CD
634	1	3	7	repetition:boredom	0	None	None	None	2	None	0	0	0	0	repetition:boredom::good:wrong	AB
635	0	3	7	repetition:boredom	0	2	6	good:wrong	2	0	1	2	3	['3']	repetition:boredom::good:wrong	Probe
636	0	None	None	None	1	2	4	fast:slow	7	1	0	0	0	0	rich:poor::fast:slow	CD
637	1	2	4	rich:poor	0	None	None	None	7	None	0	0	0	0	rich:poor::fast:slow	AB
638	0	2	4	rich:poor	0	2	4	fast:slow	7	1	1	1	3	['3']	rich:poor::fast:slow	Probe
639	0	None	None	None	1	3	7	stimulus:response	5	0	0	0	0	0	rich:poor::stimulus:response	CD
640	1	2	4	rich:poor	0	None	None	None	5	None	0	0	0	0	rich:poor::stimulus:response	AB
641	0	2	4	rich:poor	0	3	7	stimulus:response	5	0	1	1	4	['3']	rich:poor::stimulus:response	Probe
642	0	None	None	None	1	3	9	advertise:promote	2	0	0	0	0	0	right:bad::advertise:promote	CD
643	1	2	6	right:bad	0	None	None	None	2	None	0	0	0	0	right:bad::advertise:promote	AB
644	0	2	6	right:bad	0	3	9	advertise:promote	2	0	1	1	4	['4']	right:bad::advertise:promote	Probe
645	0	None	None	None	1	2	6	obey:protest	3	1	0	0	0	0	right:bad::obey:protest	CD
646	1	2	6	right:bad	0	None	None	None	3	None	0	0	0	0	right:bad::obey:protest	AB
647	0	2	6	right:bad	0	2	6	obey:protest	3	1	1	2	4	['4']	right:bad::obey:protest	Probe
648	0	None	None	None	1	1	2	shovel:spoon	1	0	0	0	0	0	rise:sink::shovel:spoon	CD
649	1	2	5	rise:sink	0	None	None	None	1	None	0	0	0	0	rise:sink::shovel:spoon	AB
650	0	2	5	rise:sink	0	1	2	shovel:spoon	1	0	1	1	4	['4']	rise:sink::shovel:spoon	Probe
651	0	None	None	None	1	2	5	under:over	3	1	0	0	0	0	rise:sink::under:over	CD
652	1	2	5	rise:sink	0	None	None	None	3	None	0	0	0	0	rise:sink::under:over	AB
653	0	2	5	rise:sink	0	2	5	under:over	3	1	1	2	4	['4']	rise:sink::under:over	Probe
654	0	None	None	None	1	2	4	dirty:clean	1	0	0	0	0	0	rise:tide::dirty:clean	CD
655	1	1	3	rise:tide	0	None	None	None	1	None	0	0	0	0	rise:tide::dirty:clean	AB
656	0	1	3	rise:tide	0	2	4	dirty:clean	1	0	1	2	3	['3']	rise:tide::dirty:clean	Probe
657	0	None	None	None	1	2	5	left:right	3	0	0	0	0	0	rise:tide::left:right	CD
658	1	1	3	rise:tide	0	None	None	None	3	None	0	0	0	0	rise:tide::left:right	AB
659	0	1	3	rise:tide	0	2	5	left:right	3	0	1	1	4	['4']	rise:tide::left:right	Probe
660	0	None	None	None	1	3	9	study:learn	3	0	0	0	0	0	run:sprint::study:learn	CD
661	1	1	1	run:sprint	0	None	None	None	3	None	0	0	0	0	run:sprint::study:learn	AB
662	0	1	1	run:sprint	0	3	9	study:learn	3	0	1	1	4	['3']	run:sprint::study:learn	Probe
663	0	None	None	None	1	2	5	under:over	1	0	0	0	0	0	run:sprint::under:over	CD
664	1	1	1	run:sprint	0	None	None	None	1	None	0	0	0	0	run:sprint::under:over	AB
665	0	1	1	run:sprint	0	2	5	under:over	1	0	1	1	4	['4']	run:sprint::under:over	Probe
666	0	None	None	None	1	2	4	hot:cold	4	0	0	0	0	0	sadness:cry::hot:cold	CD
667	1	3	8	sadness:cry	0	None	None	None	4	None	0	0	0	0	sadness:cry::hot:cold	AB
668	0	3	8	sadness:cry	0	2	4	hot:cold	4	0	1	1	4	['4']	sadness:cry::hot:cold	Probe
669	0	None	None	None	1	1	2	table:desk	2	0	0	0	0	0	sadness:cry::table:desk	CD
670	1	3	8	sadness:cry	0	None	None	None	2	None	0	0	0	0	sadness:cry::table:desk	AB
671	0	3	8	sadness:cry	0	1	2	table:desk	2	0	1	1	4	['4']	sadness:cry::table:desk	Probe
672	0	None	None	None	1	2	4	fast:slow	6	0	0	0	0	0	shorten:distance::fast:slow	CD
673	1	1	3	shorten:distance	0	None	None	None	6	None	0	0	0	0	shorten:distance::fast:slow	AB
674	0	1	3	shorten:distance	0	2	4	fast:slow	6	0	1	1	4	['4']	shorten:distance::fast:slow	Probe
675	0	None	None	None	1	1	3	force:pressure	7	1	0	0	0	0	shorten:distance::force:pressure	CD
676	1	1	3	shorten:distance	0	None	None	None	7	None	0	0	0	0	shorten:distance::force:pressure	AB
677	0	1	3	shorten:distance	0	1	3	force:pressure	7	1	1	2	4	['3']	shorten:distance::force:pressure	Probe
678	0	None	None	None	1	2	4	black:white	5	0	0	0	0	0	shovel:spoon::black:white	CD
679	1	1	2	shovel:spoon	0	None	None	None	5	None	0	0	0	0	shovel:spoon::black:white	AB
680	0	1	2	shovel:spoon	0	2	4	black:white	5	0	1	1	4	['4']	shovel:spoon::black:white	Probe
681	0	None	None	None	1	3	8	tiredness:rest	8	0	0	0	0	0	shovel:spoon::tiredness:rest	CD
682	1	1	2	shovel:spoon	0	None	None	None	8	None	0	0	0	0	shovel:spoon::tiredness:rest	AB
683	0	1	2	shovel:spoon	0	3	8	tiredness:rest	8	0	1	1	4	['4']	shovel:spoon::tiredness:rest	Probe
684	0	None	None	None	1	3	8	danger:flee	3	1	0	0	0	0	sickness:medicate::danger:flee	CD
685	1	3	8	sickness:medicate	0	None	None	None	3	None	0	0	0	0	sickness:medicate::danger:flee	AB
686	0	3	8	sickness:medicate	0	3	8	danger:flee	3	1	1	2	4	['4']	sickness:medicate::danger:flee	Probe
687	0	None	None	None	1	1	1	raise:elevate	2	0	0	0	0	0	sickness:medicate::raise:elevate	CD
688	1	3	8	sickness:medicate	0	None	None	None	2	None	0	0	0	0	sickness:medicate::raise:elevate	AB
689	0	3	8	sickness:medicate	0	1	1	raise:elevate	2	0	1	2	3	['4']	sickness:medicate::raise:elevate	Probe
690	0	None	None	None	1	3	9	advertise:promote	3	1	0	0	0	0	sleep:rest::advertise:promote	CD
691	1	3	9	sleep:rest	0	None	None	None	3	None	0	0	0	0	sleep:rest::advertise:promote	AB
692	0	3	9	sleep:rest	0	3	9	advertise:promote	3	1	1	2	4	['4']	sleep:rest::advertise:promote	Probe
693	0	None	None	None	1	2	4	bright:dark	2	0	0	0	0	0	sleep:rest::bright:dark	CD
694	1	3	9	sleep:rest	0	None	None	None	2	None	0	0	0	0	sleep:rest::bright:dark	AB
695	0	3	9	sleep:rest	0	2	4	bright:dark	2	0	1	1	4	['4']	sleep:rest::bright:dark	Probe
696	0	None	None	None	1	2	6	high:down	2	1	0	0	0	0	smiling:sad::high:down	CD
697	1	2	6	smiling:sad	0	None	None	None	2	None	0	0	0	0	smiling:sad::high:down	AB
698	0	2	6	smiling:sad	0	2	6	high:down	2	1	1	1	3	['3']	smiling:sad::high:down	Probe
699	0	None	None	None	1	3	7	illness:discomfort	4	0	0	0	0	0	smiling:sad::illness:discomfort	CD
700	1	2	6	smiling:sad	0	None	None	None	4	None	0	0	0	0	smiling:sad::illness:discomfort	AB
701	0	2	6	smiling:sad	0	3	7	illness:discomfort	4	0	1	1	4	['4']	smiling:sad::illness:discomfort	Probe
702	0	None	None	None	1	1	3	darken:color	8	1	0	0	0	0	soften:voice::darken:color	CD
703	1	1	3	soften:voice	0	None	None	None	8	None	0	0	0	0	soften:voice::darken:color	AB
704	0	1	3	soften:voice	0	1	3	darken:color	8	1	1	1	3	['3']	soften:voice::darken:color	Probe
705	0	None	None	None	1	3	8	thirst:drink	6	0	0	0	0	0	soften:voice::thirst:drink	CD
706	1	1	3	soften:voice	0	None	None	None	6	None	0	0	0	0	soften:voice::thirst:drink	AB
707	0	1	3	soften:voice	0	3	8	thirst:drink	6	0	1	2	3	['3']	soften:voice::thirst:drink	Probe
708	0	None	None	None	1	3	9	flee:escape	7	1	0	0	0	0	speak:express::flee:escape	CD
709	1	3	9	speak:express	0	None	None	None	7	None	0	0	0	0	speak:express::flee:escape	AB
710	0	3	9	speak:express	0	3	9	flee:escape	7	1	1	1	3	['3']	speak:express::flee:escape	Probe
711	0	None	None	None	1	3	9	ignite:burn	5	1	0	0	0	0	speak:express::ignite:burn	CD
712	1	3	9	speak:express	0	None	None	None	5	None	0	0	0	0	speak:express::ignite:burn	AB
713	0	3	9	speak:express	0	3	9	ignite:burn	5	1	1	1	3	['3']	speak:express::ignite:burn	Probe
714	0	None	None	None	1	2	4	fat:thin	7	0	0	0	0	0	speed:movement::fat:thin	CD
715	1	1	3	speed:movement	0	None	None	None	7	None	0	0	0	0	speed:movement::fat:thin	AB
716	0	1	3	speed:movement	0	2	4	fat:thin	7	0	1	2	3	['3']	speed:movement::fat:thin	Probe
717	0	None	None	None	1	1	3	raise:salary	5	1	0	0	0	0	speed:movement::raise:salary	CD
718	1	1	3	speed:movement	0	None	None	None	5	None	0	0	0	0	speed:movement::raise:salary	AB
719	0	1	3	speed:movement	0	1	3	raise:salary	5	1	1	1	3	['3']	speed:movement::raise:salary	Probe
720	0	None	None	None	1	2	6	bright:dull	2	0	0	0	0	0	spin:twirl::bright:dull	CD
721	1	1	1	spin:twirl	0	None	None	None	2	None	0	0	0	0	spin:twirl::bright:dull	AB
722	0	1	1	spin:twirl	0	2	6	bright:dull	2	0	1	2	3	['3']	spin:twirl::bright:dull	Probe
723	0	None	None	None	1	1	1	house:home	3	1	0	0	0	0	spin:twirl::house:home	CD
724	1	1	1	spin:twirl	0	None	None	None	3	None	0	0	0	0	spin:twirl::house:home	AB
725	0	1	1	spin:twirl	0	1	1	house:home	3	1	1	1	3	['3']	spin:twirl::house:home	Probe
726	0	None	None	None	1	2	4	big:small	8	0	0	0	0	0	stairs:ladder::big:small	CD
727	1	1	2	stairs:ladder	0	None	None	None	8	None	0	0	0	0	stairs:ladder::big:small	AB
728	0	1	2	stairs:ladder	0	2	4	big:small	8	0	1	2	3	['3']	stairs:ladder::big:small	Probe
729	0	None	None	None	1	3	8	sickness:medicate	6	0	0	0	0	0	stairs:ladder::sickness:medicate	CD
730	1	1	2	stairs:ladder	0	None	None	None	6	None	0	0	0	0	stairs:ladder::sickness:medicate	AB
731	0	1	2	stairs:ladder	0	3	8	sickness:medicate	6	0	1	1	4	['4']	stairs:ladder::sickness:medicate	Probe
732	0	None	None	None	1	2	5	forward:backward	6	1	0	0	0	0	start:finish::forward:backward	CD
733	1	2	5	start:finish	0	None	None	None	6	None	0	0	0	0	start:finish::forward:backward	AB
734	0	2	5	start:finish	0	2	5	forward:backward	6	1	1	2	4	['4']	start:finish::forward:backward	Probe
735	0	None	None	None	1	2	5	top:bottom	7	1	0	0	0	0	start:finish::top:bottom	CD
736	1	2	5	start:finish	0	None	None	None	7	None	0	0	0	0	start:finish::top:bottom	AB
737	0	2	5	start:finish	0	2	5	top:bottom	7	1	1	2	4	['4']	start:finish::top:bottom	Probe
738	0	None	None	None	1	3	7	joke:laughter	3	1	0	0	0	0	stimulus:response::joke:laughter	CD
739	1	3	7	stimulus:response	0	None	None	None	3	None	0	0	0	0	stimulus:response::joke:laughter	AB
740	0	3	7	stimulus:response	0	3	7	joke:laughter	3	1	1	2	4	['4']	stimulus:response::joke:laughter	Probe
741	0	None	None	None	1	3	7	workout:sweat	1	1	0	0	0	0	stimulus:response::workout:sweat	CD
742	1	3	7	stimulus:response	0	None	None	None	1	None	0	0	0	0	stimulus:response::workout:sweat	AB
743	0	3	7	stimulus:response	0	3	7	workout:sweat	1	1	1	1	3	['3']	stimulus:response::workout:sweat	Probe
744	0	None	None	None	1	2	4	old:young	5	0	0	0	0	0	study:learn::old:young	CD
745	1	3	9	study:learn	0	None	None	None	5	None	0	0	0	0	study:learn::old:young	AB
746	0	3	9	study:learn	0	2	4	old:young	5	0	1	2	3	['3']	study:learn::old:young	Probe
747	0	None	None	None	1	2	4	warm:cool	7	0	0	0	0	0	study:learn::warm:cool	CD
748	1	3	9	study:learn	0	None	None	None	7	None	0	0	0	0	study:learn::warm:cool	AB
749	0	3	9	study:learn	0	2	4	warm:cool	7	0	1	2	3	['3']	study:learn::warm:cool	Probe
750	0	None	None	None	1	3	7	accident:damage	1	0	0	0	0	0	sword:knife::accident:damage	CD
751	1	1	2	sword:knife	0	None	None	None	1	None	0	0	0	0	sword:knife::accident:damage	AB
752	0	1	2	sword:knife	0	3	7	accident:damage	1	0	1	2	3	['4']	sword:knife::accident:damage	Probe
753	0	None	None	None	1	3	7	workout:sweat	4	0	0	0	0	0	sword:knife::workout:sweat	CD
754	1	1	2	sword:knife	0	None	None	None	4	None	0	0	0	0	sword:knife::workout:sweat	AB
755	0	1	2	sword:knife	0	3	7	workout:sweat	4	0	1	2	3	['3']	sword:knife::workout:sweat	Probe
756	0	None	None	None	1	2	6	powerful:meek	6	0	0	0	0	0	table:desk::powerful:meek	CD
757	1	1	2	table:desk	0	None	None	None	6	None	0	0	0	0	table:desk::powerful:meek	AB
758	0	1	2	table:desk	0	2	6	powerful:meek	6	0	1	1	4	['4']	table:desk::powerful:meek	Probe
759	0	None	None	None	1	1	2	wagon:trailer	7	1	0	0	0	0	table:desk::wagon:trailer	CD
760	1	1	2	table:desk	0	None	None	None	7	None	0	0	0	0	table:desk::wagon:trailer	AB
761	0	1	2	table:desk	0	1	2	wagon:trailer	7	1	1	2	4	['4']	table:desk::wagon:trailer	Probe
762	0	None	None	None	1	2	4	black:white	8	1	0	0	0	0	tall:short::black:white	CD
763	1	2	4	tall:short	0	None	None	None	8	None	0	0	0	0	tall:short::black:white	AB
764	0	2	4	tall:short	0	2	4	black:white	8	1	1	1	3	['3']	tall:short::black:white	Probe
765	0	None	None	None	1	3	7	repetition:boredom	5	0	0	0	0	0	tall:short::repetition:boredom	CD
766	1	2	4	tall:short	0	None	None	None	5	None	0	0	0	0	tall:short::repetition:boredom	AB
767	0	2	4	tall:short	0	3	7	repetition:boredom	5	0	1	2	3	['3']	tall:short::repetition:boredom	Probe
768	0	None	None	None	1	3	7	germs:sickness	7	0	0	0	0	0	teach:instruct::germs:sickness	CD
769	1	1	1	teach:instruct	0	None	None	None	7	None	0	0	0	0	teach:instruct::germs:sickness	AB
770	0	1	1	teach:instruct	0	3	7	germs:sickness	7	0	1	1	4	['4']	teach:instruct::germs:sickness	Probe
771	0	None	None	None	1	2	5	up:down	5	0	0	0	0	0	teach:instruct::up:down	CD
772	1	1	1	teach:instruct	0	None	None	None	5	None	0	0	0	0	teach:instruct::up:down	AB
773	0	1	1	teach:instruct	0	2	5	up:down	5	0	1	1	4	['4']	teach:instruct::up:down	Probe
774	0	None	None	None	1	1	3	dim:light	7	1	0	0	0	0	terror:fear::dim:light	CD
775	1	1	3	terror:fear	0	None	None	None	7	None	0	0	0	0	terror:fear::dim:light	AB
776	0	1	3	terror:fear	0	1	3	dim:light	7	1	1	1	3	['4']	terror:fear::dim:light	Probe
777	0	None	None	None	1	1	3	rise:tide	6	1	0	0	0	0	terror:fear::rise:tide	CD
778	1	1	3	terror:fear	0	None	None	None	6	None	0	0	0	0	terror:fear::rise:tide	AB
779	0	1	3	terror:fear	0	1	3	rise:tide	6	1	1	2	4	['3']	terror:fear::rise:tide	Probe
780	0	None	None	None	1	2	6	funny:serious	4	0	0	0	0	0	thirst:drink::funny:serious	CD
781	1	3	8	thirst:drink	0	None	None	None	4	None	0	0	0	0	thirst:drink::funny:serious	AB
782	0	3	8	thirst:drink	0	2	6	funny:serious	4	0	1	2	3	['3']	thirst:drink::funny:serious	Probe
783	0	None	None	None	1	3	8	happiness:smile	2	1	0	0	0	0	thirst:drink::happiness:smile	CD
784	1	3	8	thirst:drink	0	None	None	None	2	None	0	0	0	0	thirst:drink::happiness:smile	AB
785	0	3	8	thirst:drink	0	3	8	happiness:smile	2	1	1	1	3	['4']	thirst:drink::happiness:smile	Probe
786	0	None	None	None	1	3	8	anger:yell	1	1	0	0	0	0	thirsty:drink::anger:yell	CD
787	1	3	8	thirsty:drink	0	None	None	None	1	None	0	0	0	0	thirsty:drink::anger:yell	AB
788	0	3	8	thirsty:drink	0	3	8	anger:yell	1	1	1	2	4	['4']	thirsty:drink::anger:yell	Probe
789	0	None	None	None	1	1	2	fence:hedge	3	0	0	0	0	0	thirsty:drink::fence:hedge	CD
790	1	3	8	thirsty:drink	0	None	None	None	3	None	0	0	0	0	thirsty:drink::fence:hedge	AB
791	0	3	8	thirsty:drink	0	1	2	fence:hedge	3	0	1	1	4	['4']	thirsty:drink::fence:hedge	Probe
792	0	None	None	None	1	1	1	big:large	3	0	0	0	0	0	tiredness:rest::big:large	CD
793	1	3	8	tiredness:rest	0	None	None	None	3	None	0	0	0	0	tiredness:rest::big:large	AB
